"DSC_0016.png","0.6, 0.58039, 0.4549, 20","0.64822, 0.64394, 0.58373, 3","0.65167, 0.63033, 0.49287, 4","0.58039, 0.58039, 0.53333, 22","0.58431, 0.59216, 0.56863, 12","0.60392, 0.58824, 0.50196, 14","0.6, 0.61176, 0.60784, 16","0.60784, 0.63529, 0.66667, 17"
"DSC_0021.png","0.16863, 0.027451, 0.035294, 10","0.34118, 0.023529, 0.05098, 20","0.37836, 0.0080068, 0.055199, 4","0.37255, 0.12157, 0.18431, 21","0.34902, 0.043137, 0.094118, 22","0.41569, 0.23529, 0.29804, 11","0.21569, 0.0078431, 0.019608, 16","0.44314, 0.16863, 0.21961, 17"
"DSC_0025.png","0.39608, 0.058824, 0.070588, 20","0.21431, 0.034629, 0.057098, 3","0.43656, 0.051112, 0.07439, 4","0.51373, 0.35294, 0.40784, 21","0.21961, 0.086275, 0.12549, 24","0.33333, 0.019608, 0.031373, 26","0.36078, 0.26667, 0.32157, 11","0.48235, 0.22745, 0.26275, 17"
"DSC_0030.png","0.40784, 0.070588, 0.070588, 10","0.6, 0.043137, 0.035294, 20","0.44887, 0.066156, 0.074042, 3","0.49412, 0.090196, 0.062745, 21","0.53725, 0.011765, 0.0078431, 25","0.30196, 0.066667, 0.062745, 12","0.35427, 0.069613, 0.067232, -1","0.41756, 0.054997, 0.039926, -1"
"Model-A.png","0.59216, 0.38431, 0.26275, 10","0.61176, 0.36078, 0.22353, 20","0.64879, 0.41954, 0.28511, 3","0.66705, 0.39163, 0.24067, 4","0.55686, 0.30196, 0.18431, 22","0.50196, 0.29412, 0.19216, 11","0.67843, 0.45882, 0.33333, 12","0.5451, 0.33725, 0.23137, 17"
"Model-B.png","0.72157, 0.52941, 0.44314, 10","0.78273, 0.57313, 0.47895, 3","0.72531, 0.40323, 0.30464, 4","0.71373, 0.40784, 0.36078, 21","0.66275, 0.40784, 0.32941, 22","0.68235, 0.44314, 0.33333, 24","0.63529, 0.44706, 0.35686, 14","0.6902, 0.48235, 0.39608, 17"
"Model-J.png","0.74118, 0.41961, 0.23529, 20","0.52414, 0.27049, 0.13884, 3","0.79714, 0.44966, 0.25005, 4","0.63529, 0.38824, 0.21569, 21","0.70588, 0.43922, 0.2549, 22","0.64314, 0.33725, 0.18431, 27","0.56863, 0.32157, 0.19216, 13","0.4549, 0.23137, 0.12157, 17"
"Model-L.png","0.52549, 0.2902, 0.16471, 10","0.61569, 0.30588, 0.18039, 20","0.57757, 0.31686, 0.1774, 3","0.66902, 0.33001, 0.19272, 4","0.47843, 0.25098, 0.13333, 11","0.65882, 0.4, 0.25882, 12","0.61176, 0.36078, 0.23137, 13","0.41961, 0.20784, 0.094118, 14"
"Model-LC.png","0.73333, 0.52157, 0.37647, 10","0.7928, 0.56276, 0.40484, 3","0.50309, 0.16657, -0.0062398, 4","0.52549, 0.2549, 0.13333, 21","0.58431, 0.32157, 0.18431, 24","0.80784, 0.6, 0.46667, 13","0.63529, 0.42353, 0.27451, 14","0.69412, 0.46667, 0.31765, 17"
"Model-M.png","0.72549, 0.51373, 0.4, 10","0.65098, 0.35294, 0.25098, 20","0.78605, 0.55541, 0.43138, 3","0.68985, 0.4335, 0.3243, -1","0.6843, 0.46832, 0.35448, -1","0.71971, 0.45365, 0.33937, -1","0.73744, 0.47932, 0.37149, -1","0.71412, 0.48874, 0.36979, -1"
"Model-O.png","0.31765, 0.15686, 0.090196, 10","0.36342, 0.17598, 0.098248, 3","0.55928, 0.25965, 0.13367, 4","0.38431, 0.14902, 0.047059, 22","0.22745, 0.098039, 0.05098, 14","0.27161, 0.12707, 0.072951, -1","0.41066, 0.19954, 0.10607, -1","0.30444, 0.12352, 0.051246, -1"
"Model-Ol.png","0.68627, 0.47059, 0.34902, 10","0.74567, 0.51002, 0.37697, 3","0.75045, 0.43076, 0.25995, 4","0.56863, 0.2902, 0.18039, 21","0.52941, 0.28235, 0.15294, 24","0.69412, 0.4, 0.24314, 27","0.78824, 0.57647, 0.44706, 12","0.58431, 0.37255, 0.24706, 14"
"Model-R.png","0.56863, 0.34902, 0.22353, 10","0.54902, 0.27843, 0.15686, 20","0.62375, 0.38114, 0.24213, 3","0.60078, 0.30229, 0.16803, 4","0.48235, 0.24314, 0.13333, 21","0.65098, 0.41176, 0.28235, 12","0.49412, 0.28627, 0.16471, 14","0.54118, 0.31373, 0.19216, 17"
"Model-Y.png","0.72549, 0.51765, 0.4, 10","0.78588, 0.55957, 0.43128, 3","0.64714, 0.32317, 0.22415, 4","0.62353, 0.34902, 0.22353, 24","0.59216, 0.29804, 0.20784, 27","0.6902, 0.47843, 0.36471, 11","0.80392, 0.60392, 0.49412, 13","0.60784, 0.39216, 0.26275, 14"
"Model-ll.png","0.59216, 0.36863, 0.23137, 10","0.66275, 0.4, 0.21961, 20","0.71741, 0.4315, 0.23453, 4","0.65882, 0.43137, 0.29412, 13","0.62739, 0.38427, 0.22577, -1","0.54696, 0.32512, 0.18981, -1","0.67901, 0.43328, 0.26868, -1","0.58137, 0.34036, 0.18379, -1"
"Model-yl.png","0.43529, 0.22353, 0.12157, 10","0.48425, 0.24604, 0.13103, 3","0.74365, 0.40389, 0.19507, 4","0.56078, 0.26667, 0.1451, 24","0.35294, 0.16078, 0.070588, 11","0.6, 0.35294, 0.22353, 12","0.55294, 0.31373, 0.19216, 13","0.30588, 0.12549, 0.043137, 14"
"t4green22days1_hdrOff.png","0.69412, 0.63137, 0.44314, 10","0.74758, 0.67979, 0.47562, 3","0.75438, 0.62516, 0.13527, 4","0.79608, 0.60392, 0.2, 21","0.7098, 0.58824, 0.13333, 26","0.69412, 0.61176, 0.15686, 27","0.74118, 0.6549, 0.38824, 16","0.73725, 0.63529, 0.29412, 17"
"t4mysteryLightOr_hdrOff.png","0.75686, 0.56471, 0.42745, 10","0.81692, 0.60855, 0.45945, 3","0.91811, 0.40086, 0.10229, 4","0.84706, 0.65882, 0.48627, 12","0.69412, 0.48627, 0.38431, 13","0.75294, 0.49804, 0.33333, 15","0.84314, 0.56471, 0.36863, 16","0.85882, 0.51765, 0.29412, 17"
"t4sky.png","0.38039, 0.50588, 0.72941, 20","0.60278, 0.71367, 0.87522, 3","0.41001, 0.54883, 0.79353, 4","0.54118, 0.65098, 0.81961, 11","0.48627, 0.6, 0.78824, 12","0.39516, 0.52728, 0.76134, -1","0.50889, 0.63012, 0.83447, -1","0.4494, 0.57426, 0.79097, -1"
"t4zgrass.png","0.30588, 0.41569, 0.18824, 20","0.36341, 0.42546, 0.21823, 3","0.33318, 0.45547, 0.20282, 4","0.32157, 0.38039, 0.19216, 17","0.27231, 0.37211, 0.15269, -1","0.31422, 0.39807, 0.19031, -1","0.34895, 0.44055, 0.21071, -1","0.28046, 0.35484, 0.15506, -1"
"t4zpeppers.png","0.35294, 0.47451, 0.15294, 10","0.48235, 0.63529, 0.13725, 20","0.37942, 0.51262, 0.16068, 3","0.5104, 0.6743, 0.13948, 4","0.41176, 0.59216, 0.11373, 24","0.417, 0.55383, 0.14817, -1","0.38255, 0.53277, 0.1372, -1","0.44713, 0.61369, 0.1255, -1"
