"DSC_0030.png","0.40784, 0.070588, 0.070588","0.6, 0.043137, 0.035294","0.44887, 0.066156, 0.074042","0.49412, 0.090196, 0.062745","0.53725, 0.011765, 0.0078431","0.30196, 0.066667, 0.062745","0.35427, 0.069613, 0.067232","0.41756, 0.054997, 0.039926"
"darkOrMystery2_hdrOff.png","0.66275, 0.17255, 0.098039","0.80784, 0.21176, 0.066667","0.70996, 0.17908, 0.1013","0.63529, 0.094118, 0.043137","0.76471, 0.17255, 0.066667","0.58039, 0.13725, 0.086275","0.62132, 0.15483, 0.092177","0.69948, 0.13448, 0.054739"
"darkOr_2_1_hdrOff.png","0.72941, 0.20392, 0.14118","0.81176, 0.19216, 0.078431","0.77934, 0.21269, 0.1478","0.65882, 0.13725, 0.090196","0.71765, 0.12941, 0.070588","0.69405, 0.17151, 0.11567","0.8205, 0.25323, 0.14871","0.76445, 0.16147, 0.074616"
"gold_2_7days_hdrOff.png","0.80784, 0.27451, 0.18431","0.84314, 0.21961, 0.10196","0.86089, 0.28874, 0.19361","0.88235, 0.33333, 0.21176","0.74118, 0.22745, 0.16863","0.79608, 0.21569, 0.12941","0.77439, 0.25104, 0.17647","0.85235, 0.25555, 0.14958"
"gold_2_hdrOff.png","0.80392, 0.45882, 0.21569","0.85892, 0.48879, 0.22711","0.92959, 0.50503, 0.082999","0.85098, 0.41569, 0.094118","0.78431, 0.33333, 0.1098","0.89804, 0.59608, 0.29804","0.73333, 0.36471, 0.19216","0.79216, 0.38431, 0.1451"
"green10days2_hdrOff.png","0.71765, 0.23137, 0.16471","0.80784, 0.21569, 0.1098","0.76908, 0.2436, 0.17361","0.69804, 0.16471, 0.1098","0.62745, 0.18431, 0.13725","0.67228, 0.20775, 0.15089","0.75258, 0.19014, 0.11024",
"green22days1_hdrOff.png","0.68235, 0.57255, 0.20784","0.72549, 0.62353, 0.15686","0.76987, 0.66176, 0.16087","0.82745, 0.62745, 0.21569","0.70588, 0.53725, 0.12549","0.7451, 0.66275, 0.27451","0.60784, 0.52941, 0.18824","0.65098, 0.51373, 0.18824"
"green4days2_hdrOff.png","0.59216, 0.46275, 0.22745","0.64213, 0.50127, 0.24338","0.74416, 0.62706, 0.20482","0.57255, 0.37255, 0.14902","0.63922, 0.53725, 0.16471","0.65882, 0.54902, 0.25098","0.51765, 0.37647, 0.20784","0.56471, 0.41569, 0.17647"
"green_2_17days_1_hdrOff.png","0.54902, 0.55686, 0.18431","0.58764, 0.59671, 0.19318","0.84673, 0.81409, 0.21851","0.50196, 0.53333, 0.094118","0.78824, 0.75686, 0.21961","0.66667, 0.64314, 0.17255","0.69804, 0.70196, 0.30196","0.41961, 0.45098, 0.12549"
"green_2_2_hdrOff.png","0.50196, 0.52941, 0.19608","0.57255, 0.58431, 0.12549","0.53942, 0.56976, 0.20711","0.6093, 0.62259, 0.12696","0.68627, 0.71373, 0.26667","0.4549, 0.49412, 0.11765","0.61961, 0.64314, 0.26667","0.37647, 0.41569, 0.12941"
"lightOr_2_hdrOff.png","0.84706, 0.42353, 0.24314","0.90389, 0.44998, 0.25661","0.89258, 0.29129, 0.072835","0.8549, 0.37647, 0.17647","0.88909, 0.4984, 0.30724","0.80097, 0.3401, 0.17829","0.90014, 0.37528, 0.17165","0.8744, 0.33656, 0.12892"
"mediumOr_hdrOff.png","0.81569, 0.26275, 0.086275","0.76775, 0.25626, 0.13493","0.86503, 0.27493, 0.086385","0.67843, 0.1451, 0.058824","0.82353, 0.33725, 0.18039","0.61961, 0.16471, 0.094118","0.6549, 0.21176, 0.12941","0.7098, 0.2, 0.090196"
"mysteryLightOr_hdrOff.png","0.81569, 0.43922, 0.22353","0.8714, 0.46756, 0.23566","0.91794, 0.40919, 0.093393","0.77255, 0.29804, 0.07451","0.9098, 0.55294, 0.30196","0.88627, 0.50196, 0.23922","0.72941, 0.36471, 0.19608","0.81569, 0.36863, 0.13333"
"red1_hdrOff.png","0.70196, 0.17647, 0.12941","0.82353, 0.19608, 0.094118","0.75077, 0.18265, 0.13533","0.77255, 0.1451, 0.05098","0.63137, 0.16078, 0.12549","0.73738, 0.16248, 0.0949","0.78708, 0.18934, 0.11641",
"redBaseBlack1_hdrOff.png","0.88235, 0.2, 0.16863","0.94118, 0.17255, 0.11765","0.9338, 0.20521, 0.17583","0.87451, 0.1098, 0.086275","0.8, 0.082353, 0.082353","0.91999, 0.27289, 0.21734","0.84123, 0.14814, 0.12635","0.90776, 0.1429, 0.10199"
"redBaseBooth1_hdrOff.png","0.81569, 0.21961, 0.19608","0.84314, 0.13333, 0.098039","0.86822, 0.22832, 0.20624","0.76078, 0.18824, 0.17647","0.82991, 0.18165, 0.14945",,,
"redBaseGreen1_hdrOff.png","0.87451, 0.23529, 0.27451","0.93333, 0.16471, 0.17255","0.92998, 0.24461, 0.28988","0.89412, 0.16863, 0.20392","0.90857, 0.30064, 0.33852","0.84379, 0.17533, 0.20999","0.93232, 0.20781, 0.23236","0.87216, 0.13253, 0.15874"
"redWindmillWhite1_hdrOff.png","0.78824, 0.2549, 0.16078","0.79216, 0.16863, 0.082353","0.84, 0.26758, 0.16833","0.74118, 0.21961, 0.15686",,,,
"red_2_3_hdrOff.png","0.81176, 0.22745, 0.16471","0.86275, 0.21176, 0.12549","0.86326, 0.2369, 0.17235","0.88627, 0.3098, 0.21961","0.7451, 0.18039, 0.1451","0.77831, 0.20413, 0.15485",,
"sand2.png","0.74118, 0.70588, 0.65882","0.44706, 0.40784, 0.30196","0.79709, 0.75892, 0.70801","0.6803, 0.63256, 0.57146","0.82661, 0.79128, 0.73455","0.67414, 0.63491, 0.54652","0.76448, 0.71633, 0.6453","0.68579, 0.6498, 0.5825"
"skin.png","0.85882, 0.58039, 0.48235","0.60784, 0.31373, 0.22353","0.92247, 0.6221, 0.51633","0.87059, 0.53725, 0.45882","0.89665, 0.57965, 0.48741","0.82077, 0.50793, 0.41482","0.92389, 0.60942, 0.52861","0.82367, 0.54828, 0.45938"
"sky1.png","0.26275, 0.46667, 0.76863","0.2, 0.35686, 0.6902","0.27689, 0.50341, 0.83205","0.21961, 0.41176, 0.72157","0.2415, 0.43907, 0.74504","0.21025, 0.38424, 0.70588",,
"sky3.png","0.56078, 0.67843, 0.82353","0.44314, 0.56471, 0.78039","0.6021, 0.72989, 0.88701","0.48235, 0.60784, 0.79216","0.63922, 0.73725, 0.84706","0.52193, 0.64294, 0.80787","0.6003, 0.70771, 0.83532",
"wine_test.png","0.40784, 0.070588, 0.070588","0.44887, 0.066156, 0.074042","0.64199, 0.023842, 0.032578","0.55686, 0.027451, 0.015686","0.52294, 0.059455, 0.056472","0.48169, 0.056775, 0.047474","0.59911, 0.026086, 0.024765",
"wood.png","0.59608, 0.38431, 0.23529","0.61668, 0.4169, 0.28184","0.65111, 0.41836, 0.25399","0.51765, 0.30588, 0.20392","0.5451, 0.37255, 0.25098","0.62348, 0.40127, 0.24462","0.55668, 0.34485, 0.21957","0.58069, 0.39462, 0.26634"
"zgrass.png","0.30588, 0.41569, 0.18824","0.36341, 0.42546, 0.21823","0.33318, 0.45547, 0.20282","0.32157, 0.38039, 0.19216","0.27231, 0.37211, 0.15269","0.31422, 0.39807, 0.19031","0.34895, 0.44055, 0.21071","0.28046, 0.35484, 0.15506"
"zpeppers.png","0.35294, 0.47451, 0.15294","0.48235, 0.63529, 0.13725","0.37942, 0.51262, 0.16068","0.5104, 0.6743, 0.13948","0.41176, 0.59216, 0.11373","0.417, 0.55383, 0.14817","0.38255, 0.53277, 0.1372","0.44713, 0.61369, 0.1255"
